"name","alias_of","tlb","doc_category","doc_opcode","doc_fift","doc_stack","doc_gas","doc_description","","",""
"HASHEXTA_SHA512","","#F90601","app_crypto","F90601","HASHEXTA_SHA512","b s_1 ... s_n n - b'","1/16 gas per byte","결과 해시를 스택에 푸시하는 대신 빌더 `b`에 추가합니다.","","",""
"HASHEXTA_BLAKE2B","","#F90602","app_crypto","F90602","HASHEXTA_BLAKE2B","b s_1 ... s_n n - b'","1/19 gas per byte","결과 해시를 스택에 푸시하는 대신 빌더 `b`에 추가합니다.","","",""
"HASHEXTA_KECCAK256","","#F90603","app_crypto","F90603","HASHEXTA_KECCAK256","b s_1 ... s_n n - b'","1/11 gas per byte","결과 해시를 스택에 푸시하는 대신 빌더 `b`에 추가합니다.","","",""
"HASHEXTA_KECCAK512","","#F90604","app_crypto","F90604","HASHEXTA_KECCAK512","b s_1 ... s_n n - b'","1/6 gas per byte","결과 해시를 스택에 푸시하는 대신 빌더 `b`에 추가합니다.","","",""
"HASHEXTAR_SHA256","","#F90700","app_crypto","F90700","HASHEXTAR_SHA256","b s_n ... s_1 n - b'","1/33 gas per byte","인수는 역순으로 제공됩니다."," appends hash to builder.","",""
"HASHEXTAR_SHA512","","#F90701","app_crypto","F90701","HASHEXTAR_SHA512","b s_n ... s_1 n - b'","1/16 gas per byte","인수는 역순으로 제공됩니다."," appends hash to builder.","",""
"HASHEXTAR_BLAKE2B","","#F90702","app_crypto","F90702","HASHEXTAR_BLAKE2B","b s_n ... s_1 n - b'","1/19 gas per byte","인수는 역순으로 제공됩니다."," appends hash to builder.","",""
"HASHEXTAR_KECCAK256","","#F90703","app_crypto","F90703","HASHEXTAR_KECCAK256","b s_n ... s_1 n - b'","1/11 gas per byte","인수는 역순으로 제공됩니다."," appends hash to builder.","",""
"HASHEXTAR_KECCAK512","","#F90704","app_crypto","F90704","HASHEXTAR_KECCAK512","b s_n ... s_1 n - b'","1/6 gas per byte","인수는 역순으로 제공됩니다."," appends hash to builder.","",""
"ECRECOVER","","#F912","app_crypto","F912","ECRECOVER","hash v r s - 0 or h x1 x2 -1","1526","서명에서 공개 키 복구"," identical to Bitcoin/Ethereum operations.","",""
"P256_CHKSIGNS","","#F915","app_crypto","F915","P256_CHKSIGNS","d sig k - ?","3526","슬라이스 `d`와 공개키 `k`의 데이터 부분의 seck256r1-서명 `sig`를 확인합니다. 성공 시 -1을 반환합니다."," 0 on failure.","",""
"P256_CHKSIGNU","","#F914","app_crypto","F914","P256_CHKSIGNU","h sig k - ?","3526","P256_CHKSIGNS와 동일"," but the signed data is 32-byte encoding of 256-bit unsigned integer h.","",""
"RIST255_FROMHASH","","#F920","app_crypto","F920","RIST255_FROMHASH","h1 h2 - x","626","결정론적으로 512비트 해시(256비트 정수 두 개로 주어짐)에서 유효한 점 'x'를 생성합니다.","","",""
"RIST255_VALIDATE","","#F921","app_crypto","F921","RIST255_VALIDATE","x - ","226","정수 `x`가 어떤 커브 점의 유효한 표현인지 확인합니다. 에러가 발생하면 `range_chk`를 던집니다.","","",""
"RIST255_ADD","","#F922","app_crypto","F922","RIST255_ADD","x y - x+y","626","커브에 두 점을 더합니다.","","",""
"RIST255_SUB","","#F923","app_crypto","F923","RIST255_SUB","x y - x-y","626","커브에서 두 점을 뺍니다.","","",""
"RIST255_MUL","","#F924","app_crypto","F924","RIST255_MUL","x n - x*n","2026","포인트 `x`에 스칼라 `n`을 곱합니다. 모든 `n`이 유효합니다."," including negative.","",""
"RIST255_MULBASE","","#F925","app_crypto","F925","RIST255_MULBASE","n - g*n","776","제너레이터 포인트 `g`에 스칼라 `n`을 곱합니다. 모든 `n`이 유효합니다."," including negative.","",""
"RIST255_PUSHL","","#F926","app_crypto","F926","RIST255_PUSHL","- l","26","Pushes integer `l=2^252+27742317777372353535851937790883648493`"," which is the order of the group.","",""
"RIST255_QVALIDATE","","#B7F921","app_crypto","B7F921","RIST255_QVALIDATE","x - 0 or -1","234","RIST255_VALIDATE`의 조용한 버전입니다.","","",""
"RIST255_QADD","","#B7F922","app_crypto","B7F922","RIST255_QADD","x y - 0 or x+y -1","634","RIST255_ADD`의 조용한 버전입니다.","","",""
"RIST255_QSUB","","#B7F923","app_crypto","B7F923","RIST255_QSUB","x y - 0 or x-y -1","634","RIST255_SUB`의 조용한 버전입니다.","","",""
"RIST255_QMUL","","#B7F924","app_crypto","B7F924","RIST255_QMUL","x n - 0 or x*n -1","2034","RIST255_MUL`의 조용한 버전입니다.","","",""
"RIST255_QMULBASE","","#B7F925","app_crypto","B7F925","RIST255_QMULBASE","n - 0 or g*n -1","784","조용한 버전의 `RIST255_MULBASE`","","",""
"RUNVM","","#DB4 flags:(## 12)","cont_basic","DB4fff","RUNVM","x_1 ... x_n n code [r] [c4] [c7] [g_l] [g_m] - x'_1 ... x'_m exitcode [data'] [c4'] [c5] [g_c]","66+x","코드 `code`와 스택 `x_1...x_n`으로 자식 VM을 실행합니다. 결과 스택 `x'_1...x'_m`과 종료 코드를 반환합니다. 다른 인자와 반환 값은 플래그로 활성화할 수 있습니다.","","",""
"RUNVMX","","#DB50","cont_basic","DB50","RUNVMX","x_1 ... x_n n code [r] [c4] [c7] [g_l] [g_m] flags - x'_1 ... x'_m exitcode [data'] [c4'] [c5] [g_c]","66+x","런브엠`과 동일"," but pops flags from stack.","",""
"GETGASFEE","","#F836","app_config","F836","GETGASFEE","gas_used is_mc - price","","가스 요금 계산","","",""
"GETSTORAGEFEE","","#F837","app_config","F837","GETSTORAGEFEE","cells bits seconds is_mc - price","","현재 스토리지 가격을 기준으로 계약에 대한 나노톤 단위의 스토리지 요금을 계산합니다. 셀`과 `비트`는 [AccountState](https://github.com/ton-blockchain/ton/blob/8a9ff339927b22b72819c5125428b70c406da631/crypto/block/block.tlb#L247)의 크기입니다(중복 제거 포함)."," including root cell).","",""
"GETFORWARDFEE","","#F838","app_config","F838","GETFORWARDFEE","cells bits is_mc - price","","발신 메시지에 대한 전달 수수료를 나노톤 단위로 계산합니다. 소스 또는 목적지가 마스터체인에 있는 경우 `is_mc`는 참입니다."," false if both are in basechain. Note"," cells and bits in Message should be counted with account for deduplication and root-is-not-counted rules.",""
"GETPRECOMPILEDGAS","","#F839","app_config","F839","GETPRECOMPILEDGAS","- x","","예약됨"," currently returns null. Will return cost of contract execution in gas units if this contract is precompiled","",""
"GETORIGINALFWDFEE","","#F83A","app_config","F83A","GETORIGINALFWDFEE","fwd_fee is_mc - orig_fwd_fee","","fwd_fee * 2^16 / first_frac`을 계산합니다. 수신 메시지에서 파싱한 `fwd_fee`에서 메시지의 원래 `fwd_fee`(이](https://github.com/ton-blockchain/token-contract/blob/21e7844fa6dbed34e0f4c70eb5f0824409640a30/ft/jetton-wallet.fc#L224C17-L224C46)와 같은 하드코딩된 값 대신)를 가져오는 데 사용할 수 있습니다. 소스 또는 목적지가 마스터체인에 있는 경우 `is_mc`는 참입니다."," false if both are in basechain.","",""
"GETGASFEESIMPLE","","#F83B","app_config","F83B","GETGASFEESIMPLE","gas_used is_mc - price","","GETGASFEE`와 동일합니다."," but without flat price (just `(gas_used * price) / 2^16)`.","",""
"GETFORWARDFEESIMPLE","","#F83C","app_config","F83C","GETFORWARDFEESIMPLE","cells bits is_mc - price","","추가 `셀` 및 `비트`가 포함된 메시지에 대한 추가 전달 비용을 나노톤 단위로 계산합니다. 다시 말해"," same as `GETFORWARDFEE`"," but without lump price (just `(bits*bit_price + cells*cell_price) / 2^16)`.",""
"UNPACKEDCONFIGTUPLE","","#F82E","app_config","F82E","UNPACKEDCONFIGTUPLE","- c","26","c7에서 구성 조각의 튜플을 검색합니다.","","",""
"DUEPAYMENT","","#F82F","app_config","F82F","DUEPAYMENT","- i","26","C7에서 만기 결제 금액을 검색합니다.","","",""
"GLOBALID","","#F835","app_config","F835","GLOBALID","- i","26","이제 c7에서 `ConfigParam 19`를 검색합니다."," ton form config dict.","",""
"SENDMSG","","#FB08","app_config","FB08","SENDMSG","msg mode - i","","이제 c7에서 `ConfigParam 24/25`(메시지 가격) 및 `ConfigParam 43`(`max_msg_cells`)을 검색합니다."," not from config dict.","",""
"CLEVEL","","#D766","cell_parse","D766","CLEVEL","cell - level","26","셀의 레벨을 반환합니다.","","",""
"CLEVELMASK","","#D767","cell_parse","D767","CLEVELMASK","cell - level_mask","26","셀의 레벨 마스크를 반환합니다.","","",""
"CHASHIX","","#D770","cell_parse","D770","CHASHIX","cell i - depth","26","셀의 해시를 반환합니다(i는 0..3 범위 내).","","",""
"CDEPTHIX","","#D771","cell_parse","D771","CDEPTHIX","cell i - depth","26","셀의 깊이를 반환합니다(i는 0..3 범위입니다).","","",""
